frame,t_s,panel,host,area_m2,nu,cos_sun,sun_visible,e_direct_wm2,e_earth_wm2,e_other_wm2,e_total_wm2,p_w,e_earth_r_wm2,e_earth_g_wm2,e_earth_b_wm2
33,2090.000000,aft_cell,deputy,1.000000,0.000000,-1.000000,0.000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
34,2153.333333,wing_plus_x,deputy,17.750000,0.000000,1.000000,1.000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
34,2153.333333,wing_minus_x,deputy,17.750000,0.000000,1.000000,1.000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
34,2153.333333,aft_cell,deputy,1.000000,0.000000,-1.000000,0.000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
35,2216.666667,wing_plus_x,deputy,17.750000,0.000000,1.000000,1.000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
35,2216.666667,wing_minus_x,deputy,17.750000,0.000000,1.000000,1.000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
35,2216.666667,aft_cell,deputy,1.000000,0.000000,-1.000000,0.000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
36,2280.000000,wing_plus_x,deputy,17.750000,0.000000,1.000000,1.000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
36,2280.000000,wing_minus_x,deputy,17.750000,0.000000,1.000000,1.000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
36,2280.000000,aft_cell,deputy,1.000000,0.000000,-1.000000,0.000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
37,2343.333333,wing_plus_x,deputy,17.750000,0.000000,1.000000,1.000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
37,2343.333333,wing_minus_x,deputy,17.750000,0.000000,1.000000,1.000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
37,2343.333333,aft_cell,deputy,1.000000,0.000000,-1.000000,0.000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
38,2406.666667,wing_plus_x,deputy,17.750000,0.000000,1.000000,1.000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
38,2406.666667,wing_minus_x,deputy,17.750000,0.000000,1.000000,1.000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
38,2406.666667,aft_cell,deputy,1.000000,0.000000,-1.000000,0.000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
39,2470.000000,wing_plus_x,deputy,17.750000,0.000000,1.000000,1.000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
39,2470.000000,wing_minus_x,deputy,17.750000,0.000000,1.000000,1.000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
39,2470.000000,aft_cell,deputy,1.000000,0.000000,-1.000000,0.000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
40,2533.333333,wing_plus_x,deputy,17.750000,0.000000,1.000000,1.000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
40,2533.333333,wing_minus_x,deputy,17.750000,0.000000,1.000000,1.000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
40,2533.333333,aft_cell,deputy,1.000000,0.000000,-1.000000,0.000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
41,2596.666667,wing_plus_x,deputy,17.750000,0.000000,1.000000,1.000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
41,2596.666667,wing_minus_x,deputy,17.750000,0.000000,1.000000,1.000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
41,2596.666667,aft_cell,deputy,1.000000,0.000000,-1.000000,0.000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
42,2660.000000,wing_plus_x,deputy,17.750000,0.000000,1.000000,1.000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
42,2660.000000,wing_minus_x,deputy,17.750000,0.000000,1.000000,1.000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
42,2660.000000,aft_cell,deputy,1.000000,0.000000,-1.000000,0.000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
43,2723.333333,wing_plus_x,deputy,17.750000,0.000000,1.000000,1.000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
43,2723.333333,wing_minus_x,deputy,17.750000,0.000000,1.000000,1.000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
43,2723.333333,aft_cell,deputy,1.000000,0.000000,-1.000000,0.000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
44,2786.666667,wing_plus_x,deputy,17.750000,0.000000,1.000000,1.000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
44,2786.666667,wing_minus_x,deputy,17.750000,0.000000,1.000000,1.000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
44,2786.666667,aft_cell,deputy,1.000000,0.000000,-1.000000,0.000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
45,2850.000000,wing_plus_x,deputy,17.750000,0.000000,1.000000,1.000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
45,2850.000000,wing_minus_x,deputy,17.750000,0.000000,1.000000,1.000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
45,2850.000000,aft_cell,deputy,1.000000,0.000000,-1.000000,0.000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
46,2913.333333,wing_plus_x,deputy,17.750000,0.000000,1.000000,1.000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
46,2913.333333,wing_minus_x,deputy,17.750000,0.000000,1.000000,1.000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
46,2913.333333,aft_cell,deputy,1.000000,0.000000,-1.000000,0.000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
47,2976.666667,wing_plus_x,deputy,17.750000,0.000000,1.000000,1.000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
47,2976.666667,wing_minus_x,deputy,17.750000,0.000000,1.000000,1.000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
47,2976.666667,aft_cell,deputy,1.000000,0.000000,-1.000000,0.000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
48,3040.000000,wing_plus_x,deputy,17.750000,1.000000,1.000000,1.000000,1360.9998,0.0026,0.4794,1361.4817,7249.8903,0.0026,0.0026,0.0026
48,3040.000000,wing_minus_x,deputy,17.750000,1.000000,1.000000,1.000000,1360.9998,0.0015,6.3159,1367.3172,7280.9643,0.0015,0.0015,0.0015
48,3040.000000,aft_cell,deputy,1.000000,1.000000,-1.000000,0.000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
49,3103.333333,wing_plus_x,deputy,17.750000,1.000000,1.000000,1.000000,1360.9997,0.0407,0.4805,1361.5209,7250.0990,0.0407,0.0407,0.0408
49,3103.333333,wing_minus_x,deputy,17.750000,1.000000,1.000000,1.000000,1360.9997,0.0420,8.7013,1369.7430,7293.8813,0.0420,0.0420,0.0419
49,3103.333333,aft_cell,deputy,1.000000,1.000000,-1.000000,0.000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
