# Generated by matlabSample/mainHCW.m
# Osculating Keplerian elements (chief: GEO circular equatorial)
# Columns match mRendering orbit_mechanics.CsvEphemeris.
time_s,a_km,e,inc_rad,raan_rad,ome_rad,f_rad
2280,42164,0,0,0,0,0.166261244786383
2290,42164,0,0,0,0,0.166990460772288
2300,42164,0,0,0,0,0.167719676758193
2310,42164,0,0,0,0,0.168448892744098
2320,42164,0,0,0,0,0.169178108730004
2330,42164,0,0,0,0,0.169907324715909
2340,42164,0,0,0,0,0.170636540701814
2350,42164,0,0,0,0,0.171365756687719
2360,42164,0,0,0,0,0.172094972673624
2370,42164,0,0,0,0,0.17282418865953
2380,42164,0,0,0,0,0.173553404645435
2390,42164,0,0,0,0,0.17428262063134
2400,42164,0,0,0,0,0.175011836617245
2410,42164,0,0,0,0,0.17574105260315
2420,42164,0,0,0,0,0.176470268589056
2430,42164,0,0,0,0,0.177199484574961
2440,42164,0,0,0,0,0.177928700560866
2450,42164,0,0,0,0,0.178657916546771
2460,42164,0,0,0,0,0.179387132532676
2470,42164,0,0,0,0,0.180116348518582
2480,42164,0,0,0,0,0.180845564504487
2490,42164,0,0,0,0,0.181574780490392
2500,42164,0,0,0,0,0.182303996476297
2510,42164,0,0,0,0,0.183033212462202
2520,42164,0,0,0,0,0.183762428448107
2530,42164,0,0,0,0,0.184491644434013
2540,42164,0,0,0,0,0.185220860419918
2550,42164,0,0,0,0,0.185950076405823
2560,42164,0,0,0,0,0.186679292391728
2570,42164,0,0,0,0,0.187408508377633
2580,42164,0,0,0,0,0.188137724363539
2590,42164,0,0,0,0,0.188866940349444
2600,42164,0,0,0,0,0.189596156335349
2610,42164,0,0,0,0,0.190325372321254
2620,42164,0,0,0,0,0.191054588307159
2630,42164,0,0,0,0,0.191783804293065
2640,42164,0,0,0,0,0.19251302027897
2650,42164,0,0,0,0,0.193242236264875
2660,42164,0,0,0,0,0.19397145225078
2670,42164,0,0,0,0,0.194700668236685
2680,42164,0,0,0,0,0.19542988422259
2690,42164,0,0,0,0,0.196159100208496
2700,42164,0,0,0,0,0.196888316194401
2710,42164,0,0,0,0,0.197617532180306
2720,42164,0,0,0,0,0.198346748166211
2730,42164,0,0,0,0,0.199075964152116
2740,42164,0,0,0,0,0.199805180138022
2750,42164,0,0,0,0,0.200534396123927
2760,42164,0,0,0,0,0.201263612109832
2770,42164,0,0,0,0,0.201992828095737
2780,42164,0,0,0,0,0.202722044081642
2790,42164,0,0,0,0,0.203451260067548
2800,42164,0,0,0,0,0.204180476053453
2810,42164,0,0,0,0,0.204909692039358
2820,42164,0,0,0,0,0.205638908025263
2830,42164,0,0,0,0,0.206368124011168
2840,42164,0,0,0,0,0.207097339997073
2850,42164,0,0,0,0,0.207826555982979
2860,42164,0,0,0,0,0.208555771968884
