# Generated by matlabSample/mainHCW.m
# Osculating Keplerian elements (chief: GEO circular equatorial)
# Columns match mRendering orbit_mechanics.CsvEphemeris.
time_s,a_km,e,inc_rad,raan_rad,ome_rad,f_rad
34450,42164.0035669363,0.000118603565681835,0.000237183999203784,4.71244090935033,4.71184383938649,5.65433250864349
34460,42164.003568664,0.000118603616779119,0.00023718402260804,4.71244104647373,4.71184370751097,5.65506185923374
34470,42164.0035703951,0.00011860366797233,0.000237184046012293,4.71244118381549,4.7118435756742,5.65579120964103
34480,42164.0035721296,0.000118603719259261,0.000237184070352713,4.71244132137562,4.71184344389274,5.65652055984872
34490,42164.0035738675,0.000118603770641711,0.000237184093756962,4.71244145915417,4.71184331215726,5.65724990986602
34500,42164.0035756089,0.000118603822119383,0.000237184117161208,4.71244159715115,4.71184318047222,5.65797925968839
34510,42164.0035773536,0.000118603873691465,0.000237184140565452,4.71244173536657,4.71184304883917,5.65870860931418
34520,42164.0035791017,0.000118603925358309,0.000237184164437778,4.71244187380046,4.71184291726285,5.65943795873855
34530,42164.0035808532,0.000118603977120758,0.000237184188310102,4.71244201245282,4.71184278573787,5.66016730796683
34540,42164.0035826082,0.000118604028978498,0.000237184211714339,4.71244215132367,4.71184265426738,5.66089665699577
34550,42164.0035843666,0.000118604080931332,0.000237184236054742,4.712442290413,4.71184252285362,5.66162600582306
34560,42164.0035861284,0.000118604132979599,0.000237184259458974,4.71244242972082,4.71184239150004,5.66235535444516
34570,42164.0035878936,0.000118604185123385,0.000237184282863204,4.71244256924712,4.71184226020213,5.66308470286653
34580,42164.0035896622,0.000118604237362808,0.000237184307203601,4.7124427089919,4.71184212896429,5.66381405108268
34590,42164.0035914343,0.000118604289697133,0.000237184330607826,4.71244284895517,4.71184199778942,5.66454339909064
34600,42164.0035932098,0.000118604342127819,0.000237184354012049,4.7124429891369,4.71184186667405,5.66527274689381
34610,42164.0035949887,0.000118604394652992,0.000237184377416269,4.71244312953709,4.71184173562753,5.66600209448279
34620,42164.0035967711,0.000118604447274809,0.000237184401756656,4.71244327015573,4.71184160464179,5.66673144186558
34630,42164.0035985569,0.000118604499992313,0.000237184424692787,4.71244341099281,4.71184147372146,5.66746078903749
34640,42164.0036003461,0.000118604552805748,0.000237184448565085,4.71244355204832,4.71184134286664,5.66819013599834
