# Generated by matlabSample/mainHCW.m
# HCW relative motion (radial, along-track, cross-track) [km], identity attitude
time_s,x,y,z,qx,qy,qz,qw
44110,-4.98595193443119,10.7490882637209,-9.97190386886237,0,0,0,1
44120,-4.98567748523234,10.7563597356076,-9.97135497046468,0,0,0,1
44130,-4.98540038486991,10.7636308052957,-9.97080076973982,0,0,0,1
44140,-4.98512063349124,10.7709014689187,-9.97024126698247,0,0,0,1
44150,-4.98483823124508,10.7781717226107,-9.96967646249016,0,0,0,1
44160,-4.98455317828162,10.7854415625059,-9.96910635656323,0,0,0,1
44170,-4.98426547475242,10.7927109847387,-9.96853094950483,0,0,0,1
44180,-4.98397512081048,10.7999799854437,-9.96795024162095,0,0,0,1
44190,-4.98368211661019,10.8072485607556,-9.96736423322038,0,0,0,1
44200,-4.98338646230738,10.8145167068096,-9.96677292461476,0,0,0,1
44210,-4.98308815805927,10.8217844197409,-9.96617631611853,0,0,0,1
44220,-4.98278720402447,10.8290516956849,-9.96557440804894,0,0,0,1
44230,-4.98248360036305,10.8363185307773,-9.96496720072609,0,0,0,1
44240,-4.98217734723644,10.843584921154,-9.96435469447288,0,0,0,1
44250,-4.98186844480752,10.8508508629511,-9.96373688961504,0,0,0,1
44260,-4.98155689324044,10.8581163523067,-9.96311378648088,0,0,0,1
44270,-4.98124269270081,10.865381385358,-9.9624853854016,0,0,0,1
44280,-4.98092584335572,10.872645958241,-9.96185168671143,0,0,0,1
44290,-4.98060634537369,10.8799100670921,-9.96121269074738,0,0,0,1
44300,-4.98028419892465,10.8871737080479,-9.96056839784929,0,0,0,1
44310,-4.97995940417991,10.8944368772452,-9.95991880835981,0,0,0,1
44320,-4.9796319613122,10.9016995708214,-9.95926392262439,0,0,0,1
44330,-4.97930187049566,10.9089617849139,-9.95860374099131,0,0,0,1
44340,-4.97896913190582,10.9162235156605,-9.95793826381164,0,0,0,1
44350,-4.97863374571965,10.9234847591995,-9.9572674914393,0,0,0,1
44360,-4.97829571211549,10.9307455116693,-9.95659142423097,0,0,0,1
44370,-4.9779550312731,10.9380057692085,-9.95591006254619,0,0,0,1
44380,-4.97761170337364,10.9452655279564,-9.95522340674728,0,0,0,1
44390,-4.9772657285997,10.9525247840522,-9.95453145719939,0,0,0,1
44400,-4.97691710713524,10.9597835336356,-9.95383421427048,0,0,0,1
44410,-4.97656583916565,10.9670417728467,-9.9531316783313,0,0,0,1
44420,-4.97621192487773,10.9742994978257,-9.95242384975545,0,0,0,1
44430,-4.97585536445966,10.9815567047132,-9.95171072891931,0,0,0,1
44440,-4.97549615810104,10.9888133896501,-9.95099231620208,0,0,0,1
44450,-4.9751343059929,10.9960695487777,-9.95026861198579,0,0,0,1
44460,-4.97476980832763,11.0033251782374,-9.94953961665526,0,0,0,1
44470,-4.97440266529907,11.0105802741712,-9.94880533059812,0,0,0,1
44480,-4.97403287710242,11.0178348327211,-9.94806575420484,0,0,0,1
44490,-4.97366044393434,11.0250888500295,-9.94732088786868,0,0,0,1
44500,-4.97328536599285,11.0323423222393,-9.9465707319857,0,0,0,1
44510,-4.97290764347741,11.0395952454934,-9.94581528695481,0,0,0,1
44520,-4.97252727658885,11.0468476159353,-9.9450545531777,0,0,0,1
44530,-4.97214426552944,11.0540994297086,-9.94428853105888,0,0,0,1
44540,-4.97175861050284,11.0613506829574,-9.94351722100567,0,0,0,1
44550,-4.97137031171411,11.0686013718258,-9.94274062342822,0,0,0,1
44560,-4.97097936936973,11.0758514924584,-9.94195873873946,0,0,0,1
44570,-4.97058578367759,11.0831010410003,-9.94117156735517,0,0,0,1
44580,-4.97018955484696,11.0903500135965,-9.94037910969391,0,0,0,1
44590,-4.96979068308854,11.0975984063927,-9.93958136617707,0,0,0,1
44600,-4.96938916861443,11.1048462155345,-9.93877833722885,0,0,0,1
44610,-4.96898501163812,11.1120934371682,-9.93797002327624,0,0,0,1
44620,-4.96857821237454,11.1193400674402,-9.93715642474908,0,0,0,1
44630,-4.96816877104,11.1265861024972,-9.93633754207999,0,0,0,1
44640,-4.96775668785222,11.1338315384863,-9.93551337570443,0,0,0,1
44650,-4.96734196303032,11.1410763715549,-9.93468392606064,0,0,0,1
44660,-4.96692459679485,11.1483205978505,-9.93384919358969,0,0,0,1
44670,-4.96650458936774,11.1555642135212,-9.93300917873547,0,0,0,1
44680,-4.96608194097234,11.1628072147153,-9.93216388194467,0,0,0,1
44690,-4.9656566518334,11.1700495975813,-9.93131330366679,0,0,0,1
44700,-4.96522872217708,11.1772913582681,-9.93045744435415,0,0,0,1
44710,-4.96479815223094,11.1845324929249,-9.92959630446188,0,0,0,1
44720,-4.96436494222389,11.1917729977022,-9.92872988444777,0,0,0,1
44730,-4.96392909238612,11.1990128687515,-9.92785818477224,0,0,0,1
44740,-4.96349060294944,11.2062521022224,-9.92698120589888,0,0,0,1
44750,-4.96304947414705,11.2134906942646,-9.9260989482941,0,0,0,1
44760,-4.96260570621357,11.2207286410283,-9.92521141242713,0,0,0,1
44770,-4.96215929938499,11.2279659386639,-9.92431859876998,0,0,0,1
44780,-4.96171025389873,11.2352025833226,-9.92342050779746,0,0,0,1
44790,-4.9612585699936,11.2424385711555,-9.92251713998719,0,0,0,1
44800,-4.9608042479098,11.2496738983145,-9.9216084958196,0,0,0,1
44810,-4.96034728788895,11.2569085609518,-9.92069457577789,0,0,0,1
44820,-4.95988769017405,11.2641425552198,-9.91977538034808,0,0,0,1
44830,-4.9594254550095,11.2713758772716,-9.918850910019,0,0,0,1
44840,-4.95896058264112,11.2786085232606,-9.91792116528224,0,0,0,1
44850,-4.95849307331613,11.2858404893404,-9.91698614663224,0,0,0,1
44860,-4.95802292728311,11.2930717716653,-9.91604585456621,0,0,0,1
44870,-4.95755014479209,11.3003023663899,-9.91510028958417,0,0,0,1
44880,-4.95707472609447,11.3075322696691,-9.91414945218892,0,0,0,1
44890,-4.95659667144305,11.3147614776583,-9.9131933428861,0,0,0,1
44900,-4.95611598109206,11.3219899865133,-9.91223196218411,0,0,0,1
44910,-4.95563265529709,11.3292177923903,-9.91126531059418,0,0,0,1
44920,-4.95514669431516,11.3364448914458,-9.91029338863031,0,0,0,1
44930,-4.95465809840467,11.3436712798369,-9.90931619680933,0,0,0,1
44940,-4.95416686782543,11.3508969537209,-9.90833373565085,0,0,0,1
44950,-4.95367300283865,11.3581219092557,-9.90734600567729,0,0,0,1
44960,-4.95317650370694,11.3653461425993,-9.90635300741387,0,0,0,1
44970,-4.9526773706943,11.3725696499106,-9.9053547413886,0,0,0,1
44980,-4.95217560406615,11.3797924273483,-9.9043512081323,0,0,0,1
44990,-4.95167120408929,11.387014471072,-9.90334240817858,0,0,0,1
45000,-4.95116417103194,11.3942357772414,-9.90232834206387,0,0,0,1
45010,-4.95065450516369,11.4014563420168,-9.90130901032738,0,0,0,1
45020,-4.95014220675557,11.4086761615588,-9.90028441351112,0,0,0,1
45030,-4.94962727607996,11.4158952320283,-9.89925455215992,0,0,0,1
45040,-4.9491097134107,11.4231135495868,-9.89821942682139,0,0,0,1
45050,-4.94858951902298,11.4303311103961,-9.89717903804595,0,0,0,1
45060,-4.94806669319341,11.4375479106184,-9.89613338638681,0,0,0,1
45070,-4.9475412362,11.4447639464164,-9.89508247239999,0,0,0,1
45080,-4.94701314832216,11.451979213953,-9.89402629664431,0,0,0,1
45090,-4.9464824298407,11.4591937093917,-9.89296485968138,0,0,0,1
45100,-4.94594908103782,11.4664074288964,-9.89189816207563,0,0,0,1
45110,-4.94541310219714,11.4736203686312,-9.89082620439427,0,0,0,1
45120,-4.94487449360366,11.4808325247609,-9.88974898720731,0,0,0,1
45130,-4.94433325554379,11.4880438934503,-9.88866651108757,0,0,0,1
45140,-4.94378938830534,11.495254470865,-9.88757877661067,0,0,0,1
45150,-4.94324289217752,11.5024642531708,-9.88648578435503,0,0,0,1
45160,-4.94269376745094,11.509673236534,-9.88538753490186,0,0,0,1
45170,-4.9421420144176,11.5168814171212,-9.88428402883519,0,0,0,1
45180,-4.94158763337091,11.5240887910994,-9.88317526674181,0,0,0,1
45190,-4.94103062460549,11.531295354638,-9.88206124921098,0,0,0,1
45200,-4.94047098841745,11.5385011039056,-9.8809419768349,0,0,0,1
45210,-4.93990872510443,11.5457060350697,-9.87981745020886,0,0,0,1
45220,-4.93934383496547,11.5529101442982,-9.87868766993093,0,0,0,1
45230,-4.938776318301,11.5601134277597,-9.87755263660199,0,0,0,1
45240,-4.93820617541284,11.5673158816231,-9.87641235082567,0,0,0,1
45250,-4.9376334066042,11.574517502058,-9.8752668132084,0,0,0,1
45260,-4.9370580121797,11.5817182852343,-9.8741160243594,0,0,0,1
45270,-4.93647999244533,11.5889182273226,-9.87295998489065,0,0,0,1
45280,-4.93589934770848,11.5961173244938,-9.87179869541695,0,0,0,1
45290,-4.93531607827794,11.6033155729194,-9.87063215655587,0,0,0,1
45300,-4.93473018446388,11.6105129687714,-9.86946036892775,0,0,0,1
45310,-4.93414166657787,11.6177095082223,-9.86828333315573,0,0,0,1
45320,-4.93355052493287,11.624905187445,-9.86710104986573,0,0,0,1
45330,-4.93295675984324,11.6321000026131,-9.86591351968647,0,0,0,1
45340,-4.93236037162471,11.6392939499006,-9.86472074324942,0,0,0,1
45350,-4.93176136059444,11.6464870254818,-9.86352272118887,0,0,0,1
45360,-4.93115972707094,11.6536792255317,-9.86231945414187,0,0,0,1
45370,-4.93055547137414,11.6608705462259,-9.86111094274828,0,0,0,1
45380,-4.92994859382536,11.6680609837403,-9.85989718765071,0,0,0,1
45390,-4.9293390947473,11.6752505342514,-9.85867818949458,0,0,0,1
45400,-4.92872697446405,11.682439193936,-9.8574539489281,0,0,0,1
45410,-4.92811223330113,11.6896269589718,-9.85622446660224,0,0,0,1
45420,-4.92749487158539,11.6968138255366,-9.85498974317078,0,0,0,1
45430,-4.92687488964513,11.7039997898089,-9.85374977929026,0,0,0,1
45440,-4.92625228781002,11.7111848479676,-9.85250457562002,0,0,0,1
45450,-4.9256270664111,11.7183689961922,-9.85125413282219,0,0,0,1
45460,-4.92499922578084,11.7255522306627,-9.84999845156167,0,0,0,1
45470,-4.92436876625308,11.7327345475595,-9.84873753250615,0,0,0,1
45480,-4.92373568816306,11.7399159430635,-9.84747137632611,0,0,0,1
45490,-4.92309999184741,11.7470964133562,-9.84619998369481,0,0,0,1
45500,-4.92246167764415,11.7542759546195,-9.84492335528829,0,0,0,1
45510,-4.9218207458927,11.7614545630359,-9.84364149178539,0,0,0,1
45520,-4.92117719693386,11.7686322347883,-9.84235439386771,0,0,0,1
45530,-4.92053103110983,11.7758089660601,-9.84106206221966,0,0,0,1
45540,-4.91988224876421,11.7829847530352,-9.83976449752842,0,0,0,1
45550,-4.91923085024198,11.7901595918981,-9.83846170048396,0,0,0,1
45560,-4.91857683588952,11.7973334788338,-9.83715367177903,0,0,0,1
45570,-4.91792020605459,11.8045064100275,-9.83584041210917,0,0,0,1
45580,-4.91726096108635,11.8116783816654,-9.8345219221727,0,0,0,1
45590,-4.91659910133537,11.8188493899337,-9.83319820267073,0,0,0,1
45600,-4.91593462715358,11.8260194310194,-9.83186925430715,0,0,0,1
45610,-4.91526753889432,11.8331885011099,-9.83053507778864,0,0,0,1
45620,-4.91459783691233,11.8403565963931,-9.82919567382466,0,0,0,1
45630,-4.91392552156373,11.8475237130574,-9.82785104312745,0,0,0,1
45640,-4.91325059320602,11.8546898472918,-9.82650118641204,0,0,0,1
45650,-4.91257305219812,11.8618549952857,-9.82514610439624,0,0,0,1
45660,-4.91189289890008,11.869019153231,-9.82378579780016,0,0,0,1
45670,-4.9112101336735,11.8761823173186,-9.82242026734699,0,0,0,1
45680,-4.9105247568815,11.8833444837388,-9.821049513763,0,0,0,1
45690,-4.90983676888862,11.8905056486821,-9.81967353777724,0,0,0,1
45700,-4.90914617006075,11.8976658083401,-9.81829234012149,0,0,0,1
45710,-4.90845296076516,11.9048249589045,-9.81690592153032,0,0,0,1
45720,-4.90775714137054,11.9119830965679,-9.81551428274107,0,0,0,1
45730,-4.90705871224692,11.9191402175234,-9.81411742449382,0,0,0,1
45740,-4.90635767376573,11.9262963179647,-9.81271534753146,0,0,0,1
45750,-4.9056540262998,11.9334513940862,-9.81130805259959,0,0,0,1
45760,-4.90494777022332,11.9406054420827,-9.80989554044663,0,0,0,1
45770,-4.90423890591186,11.9477584581497,-9.80847781182372,0,0,0,1
45780,-4.9035274337424,11.9549104384832,-9.8070548674848,0,0,0,1
45790,-4.90281335409328,11.96206137928,-9.80562670818656,0,0,0,1
45800,-4.90209666734423,11.9692112767374,-9.80419333468845,0,0,0,1
45810,-4.90137737387636,11.9763601270531,-9.80275474775271,0,0,0,1
45820,-4.90065547407217,11.9835079264256,-9.80131094814432,0,0,0,1
45830,-4.89993096831552,11.990654671054,-9.79986193663104,0,0,0,1
45840,-4.8992038569917,11.9978003571379,-9.79840771398339,0,0,0,1
45850,-4.89847414048733,12.0049449808776,-9.79694828097466,0,0,0,1
45860,-4.89774181919046,12.0120885384738,-9.7954836383809,0,0,0,1
45870,-4.89700689349047,12.019231026128,-9.79401378698094,0,0,0,1
45880,-4.89626936377818,12.0263724400421,-9.79253872755635,0,0,0,1
45890,-4.89552923044575,12.0335127764189,-9.7910584608915,0,0,0,1
45900,-4.89478649388675,12.0406520314615,-9.78957298777349,0,0,0,1
45910,-4.89404115449611,12.0477902013737,-9.78808230899222,0,0,0,1
45920,-4.89329321267017,12.0549272823598,-9.78658642534032,0,0,0,1
45930,-4.89254266880662,12.0620632706248,-9.78508533761323,0,0,0,1
45940,-4.89178952330456,12.0691981623744,-9.78357904660911,0,0,0,1
45950,-4.89103377656446,12.0763319538147,-9.78206755312892,0,0,0,1
45960,-4.89027542898819,12.0834646411524,-9.78055085797637,0,0,0,1
45970,-4.88951448097897,12.0905962205948,-9.77902896195793,0,0,0,1
45980,-4.88875093294143,12.09772668835,-9.77750186588286,0,0,0,1
45990,-4.88798478528158,12.1048560406265,-9.77596957056316,0,0,0,1
46000,-4.88721603840681,12.1119842736333,-9.77443207681361,0,0,0,1
46010,-4.88644469272588,12.1191113835803,-9.77288938545175,0,0,0,1
46020,-4.88567074864895,12.1262373666776,-9.77134149729789,0,0,0,1
46030,-4.88489420658756,12.1333622191364,-9.76978841317511,0,0,0,1
46040,-4.88411506695463,12.1404859371679,-9.76823013390925,0,0,0,1
46050,-4.88333333016446,12.1476085169844,-9.76666666032891,0,0,0,1
46060,-4.88254899663274,12.1547299547985,-9.76509799326546,0,0,0,1
46070,-4.88176206677653,12.1618502468235,-9.76352413355305,0,0,0,1
46080,-4.88097254101429,12.1689693892733,-9.76194508202857,0,0,0,1
46090,-4.88018041976586,12.1760873783623,-9.7603608395317,0,0,0,1
46100,-4.87938570345244,12.1832042103056,-9.75877140690488,0,0,0,1
46110,-4.87858839249665,12.1903198813189,-9.75717678499329,0,0,0,1
46120,-4.87778848732247,12.1974343876184,-9.75557697464492,0,0,0,1
46130,-4.87698598835506,12.2045477254223,-9.75397197671012,0,0,0,1
46140,-4.87618089602097,12.2116598909496,-9.75236179204193,0,0,0,1
46150,-4.87537321074838,12.2187708804173,-9.75074642149675,0,0,0,1
46160,-4.87456293296687,12.2258806900436,-9.74912586593373,0,0,0,1
46170,-4.87375006310738,12.232989316047,-9.74750012621476,0,0,0,1
46180,-4.87293460160223,12.2400967546467,-9.74586920320445,0,0,0,1
46190,-4.87211654888509,12.2472030020629,-9.74423309777018,0,0,0,1
46200,-4.87129590539104,12.2543080545162,-9.74259181078207,0,0,0,1
46210,-4.87047267155649,12.2614119082279,-9.74094534311298,0,0,0,1
46220,-4.86964684781926,12.2685145594202,-9.73929369563851,0,0,0,1
46230,-4.8688184346185,12.2756160043158,-9.737636869237,0,0,0,1
46240,-4.86798743239478,12.2827162391381,-9.73597486478955,0,0,0,1
46250,-4.86715384159,12.2898152601113,-9.73430768318,0,0,0,1
46260,-4.86631766264746,12.2969130634601,-9.73263532529492,0,0,0,1
46270,-4.86547889601182,12.3040096454101,-9.73095779202363,0,0,0,1
46280,-4.8646375421291,12.3111050021875,-9.7292750842582,0,0,0,1
46290,-4.86379360144672,12.3181991300191,-9.72758720289344,0,0,0,1
46300,-4.86294707441345,12.3252920251326,-9.7258941488269,0,0,0,1
46310,-4.86209796147944,12.3323836837562,-9.72419592295888,0,0,0,1
46320,-4.86124626309622,12.3394741021188,-9.72249252619242,0,0,0,1
46330,-4.86039197971666,12.3465632764501,-9.72078395943331,0,0,0,1
46340,-4.85953511179504,12.3536512029804,-9.71907022359007,0,0,0,1
46350,-4.85867565978699,12.3607378779407,-9.71735131957397,0,0,0,1
46360,-4.85781362414952,12.3678232975627,-9.71562724829903,0,0,0,1
46370,-4.85694900534101,12.3749074580789,-9.71389801068201,0,0,0,1
46380,-4.85608180382121,12.3819903557223,-9.71216360764242,0,0,0,1
46390,-4.85521202005125,12.3890719867266,-9.7104240401025,0,0,0,1
46400,-4.85433965449362,12.3961523473263,-9.70867930898723,0,0,0,1
46410,-4.85346470761218,12.4032314337567,-9.70692941522436,0,0,0,1
46420,-4.85258717987219,12.4103092422534,-9.70517435974437,0,0,0,1
46430,-4.85170707174024,12.417385769053,-9.70341414348047,0,0,0,1
46440,-4.85082438368432,12.4244610103928,-9.70164876736863,0,0,0,1
46450,-4.84993911617378,12.4315349625106,-9.69987823234755,0,0,0,1
46460,-4.84905126967936,12.4386076216451,-9.69810253935871,0,0,0,1
46470,-4.84816084467314,12.4456789840355,-9.69632168934628,0,0,0,1
46480,-4.84726784162861,12.4527490459217,-9.69453568325721,0,0,0,1
46490,-4.8463722610206,12.4598178035445,-9.69274452204119,0,0,0,1
46500,-4.84547410332532,12.4668852531451,-9.69094820665064,0,0,0,1
46510,-4.84457336902037,12.4739513909657,-9.68914673804074,0,0,0,1
46520,-4.8436700585847,12.4810162132489,-9.68734011716939,0,0,0,1
46530,-4.84276417249864,12.4880797162381,-9.68552834499726,0,0,0,1
46540,-4.84185571124388,12.4951418961774,-9.68371142248776,0,0,0,1
46550,-4.84094467530352,12.5022027493117,-9.68188935060702,0,0,0,1
46560,-4.84003106516198,12.5092622718863,-9.68006213032395,0,0,0,1
46570,-4.83911488130509,12.5163204601475,-9.67822976261017,0,0,0,1
46580,-4.83819612422003,12.5233773103421,-9.67639224844006,0,0,0,1
46590,-4.83727479439537,12.5304328187177,-9.67454958879074,0,0,0,1
46600,-4.83635089232101,12.5374869815226,-9.67270178464201,0,0,0,1
46610,-4.83542441848788,12.5445397950082,-9.67084883697574,0,0,0,1
46620,-4.83449537338862,12.551591255424,-9.66899074677723,0,0,0,1
46630,-4.83356375751736,12.5586413590195,-9.6671275150347,0,0,0,1
46640,-4.83262957136957,12.5656901020452,-9.66525914273914,0,0,0,1
46650,-4.83169281544211,12.572737480752,-9.66338563088421,0,0,0,1
46660,-4.83075349023317,12.5797834913919,-9.66150698046633,0,0,0,1
46670,-4.82981159624231,12.5868281302175,-9.65962319248461,0,0,0,1
46680,-4.82886713397045,12.5938713934825,-9.65773426794089,0,0,0,1
46690,-4.82792010391986,12.6009132774409,-9.65584020783972,0,0,0,1
46700,-4.82697050659419,12.6079537783478,-9.65394101318838,0,0,0,1
46710,-4.82601834249843,12.614992892459,-9.65203668499685,0,0,0,1
46720,-4.82506361213893,12.6220306160312,-9.65012722427786,0,0,0,1
46730,-4.82410631602341,12.6290669453217,-9.64821263204681,0,0,0,1
46740,-4.82314645466094,12.6361018765887,-9.64629290932187,0,0,0,1
46750,-4.82218402856195,12.6431354060912,-9.64436805712389,0,0,0,1
46760,-4.82121903823823,12.6501675300888,-9.64243807647645,0,0,0,1
46770,-4.82025148420294,12.6571982448421,-9.64050296840586,0,0,0,1
46780,-4.81928136697057,12.6642275466124,-9.63856273394114,0,0,0,1
46790,-4.81830868705701,12.6712554316618,-9.63661737411401,0,0,0,1
46800,-4.81733344497947,12.6782818962531,-9.63466688995894,0,0,0,1
46810,-4.81635564125655,12.6853069366501,-9.63271128251309,0,0,0,1
46820,-4.81537527640818,12.692330549117,-9.63075055281636,0,0,0,1
46830,-4.81439235095568,12.6993527299193,-9.62878470191135,0,0,0,1
46840,-4.8134068654217,12.7063734753228,-9.62681373084339,0,0,0,1
46850,-4.81241882033027,12.7133927815944,-9.62483764066053,0,0,0,1
46860,-4.81142821620677,12.7204106450016,-9.62285643241353,0,0,0,1
46870,-4.81043505357793,12.7274270618128,-9.62087010715586,0,0,0,1
46880,-4.80943933297187,12.7344420282972,-9.61887866594374,0,0,0,1
46890,-4.80844105491804,12.7414555407245,-9.61688210983606,0,0,0,1
46900,-4.80744021994724,12.7484675953657,-9.61488043989448,0,0,0,1
46910,-4.80643682859167,12.7554781884921,-9.61287365718334,0,0,0,1
46920,-4.80543088138486,12.762487316376,-9.61086176276972,0,0,0,1
46930,-4.8044223788617,12.7694949752905,-9.60884475772339,0,0,0,1
46940,-4.80341132155845,12.7765011615095,-9.60682264311689,0,0,0,1
46950,-4.80239771001271,12.7835058713074,-9.60479542002541,0,0,0,1
46960,-4.80138154476346,12.7905091009599,-9.60276308952692,0,0,0,1
46970,-4.80036282635104,12.797510846743,-9.60072565270207,0,0,0,1
46980,-4.79934155531712,12.8045111049338,-9.59868311063423,0,0,0,1
46990,-4.79831773220477,12.8115098718099,-9.59663546440952,0,0,0,1
47000,-4.79729135755838,12.81850714365,-9.59458271511675,0,0,0,1
47010,-4.79626243192373,12.8255029167334,-9.59252486384744,0,0,0,1
47020,-4.79523095584793,12.8324971873401,-9.59046191169586,0,0,0,1
47030,-4.79419692987949,12.8394899517511,-9.58839385975897,0,0,0,1
47040,-4.79316035456823,12.8464812062481,-9.58632070913646,0,0,0,1
47050,-4.79212123046537,12.8534709471135,-9.58424246093074,0,0,0,1
47060,-4.79107955812347,12.8604591706306,-9.58215911624693,0,0,0,1
47070,-4.79003533809644,12.8674458730834,-9.58007067619287,0,0,0,1
47080,-4.7889885709395,12.8744310507571,-9.57797714187899,0,0,0,1
47090,-4.78793925720887,12.8814146999396,-9.57587851441774,0,0,0,1
47100,-4.78688739746256,12.8883968169171,-9.57377479492511,0,0,0,1
47110,-4.78583299226,12.8953773979759,-9.57166598452,0,0,0,1
47120,-4.784776042162,12.9023564394034,-9.56955208432399,0,0,0,1
47130,-4.78371654773068,12.9093339374878,-9.56743309546134,0,0,0,1
47140,-4.78265450952952,12.916309888518,-9.56530901905903,0,0,0,1
47150,-4.78158992812334,12.9232842887841,-9.56317985624668,0,0,0,1
47160,-4.78052280407832,12.9302571345768,-9.56104560815664,0,0,0,1
47170,-4.77945313796196,12.9372284221879,-9.55890627592392,0,0,0,1
47180,-4.77838093034313,12.9441981479099,-9.55676186068625,0,0,0,1
47190,-4.77730618179201,12.9511663080363,-9.55461236358402,0,0,0,1
47200,-4.77622889288017,12.9581328988614,-9.55245778576033,0,0,0,1
47210,-4.77514906418048,12.9650979166805,-9.55029812836095,0,0,0,1
47220,-4.77406669626718,12.9720613577895,-9.54813339253435,0,0,0,1
47230,-4.77298178971585,12.9790232184855,-9.5459635794317,0,0,0,1
47240,-4.77189434510342,12.9859834950663,-9.54378869020683,0,0,0,1
47250,-4.77080436300814,12.9929421838306,-9.54160872601628,0,0,0,1
47260,-4.76971184400964,12.9998992810781,-9.53942368801928,0,0,0,1
47270,-4.76861678868887,13.0068547831092,-9.53723357737774,0,0,0,1
47280,-4.76751919762813,13.0138086862253,-9.53503839525626,0,0,0,1
47290,-4.76641907141107,13.0207609867286,-9.53283814282213,0,0,0,1
47300,-4.76531641062267,13.0277116809222,-9.53063282124534,0,0,0,1
47310,-4.76421121584928,13.0346607651102,-9.52842243169856,0,0,0,1
47320,-4.76310348767857,13.0416082355974,-9.52620697535713,0,0,0,1
47330,-4.76199322669956,13.0485540886895,-9.52398645339911,0,0,0,1
47340,-4.76088043350262,13.0554983206933,-9.52176086700523,0,0,0,1
47350,-4.75976510867946,13.0624409279161,-9.51953021735892,0,0,0,1
47360,-4.75864725282315,13.0693819066664,-9.51729450564629,0,0,0,1
47370,-4.75752686652808,13.0763212532535,-9.51505373305615,0,0,0,1
47380,-4.75640395039,13.0832589639875,-9.51280790077999,0,0,0,1
47390,-4.75527850500599,13.0901950351794,-9.51055701001198,0,0,0,1
47400,-4.7541505309745,13.0971294631411,-9.508301061949,0,0,0,1
47410,-4.75302002889531,13.1040622441854,-9.50604005779061,0,0,0,1
47420,-4.75188699936953,13.110993374626,-9.50377399873904,0,0,0,1
47430,-4.75075144299963,13.1179228507774,-9.50150288599925,0,0,0,1
47440,-4.74961336038943,13.1248506689551,-9.49922672077885,0,0,0,1
47450,-4.74847275214409,13.1317768254752,-9.49694550428816,0,0,0,1
47460,-4.7473296188701,13.1387013166551,-9.49465923774019,0,0,0,1
47470,-4.74618396117531,13.1456241388127,-9.49236792235061,0,0,0,1
47480,-4.74503577966892,13.152545288267,-9.49007155933782,0,0,0,1
47490,-4.74388507496145,13.1594647613378,-9.48777014992289,0,0,0,1
47500,-4.74273184766479,13.1663825543458,-9.48546369532957,0,0,0,1
47510,-4.74157609839216,13.1732986636125,-9.48315219678432,0,0,0,1
47520,-4.74041782775813,13.1802130854604,-9.48083565551626,0,0,0,1
47530,-4.73925703637862,13.1871258162128,-9.47851407275722,0,0,0,1
47540,-4.73809372487087,13.194036852194,-9.47618744974173,0,0,0,1
47550,-4.7369278938535,13.200946189729,-9.47385578770698,0,0,0,1
47560,-4.73575954394642,13.2078538251438,-9.47151908789283,0,0,0,1
47570,-4.73458867577048,13.2147597547677,-9.46917735154095,0,0,0,1
47580,-4.73341528994822,13.2216639749285,-9.46683057989644,0,0,0,1
47590,-4.73223938710373,13.2285664819541,-9.46447877420746,0,0,0,1
47600,-4.73106096786243,13.2354672721733,-9.46212193572485,0,0,0,1
47610,-4.72988003285105,13.2423663419158,-9.45976006570209,0,0,0,1
47620,-4.72869658269766,13.2492636875125,-9.45739316539531,0,0,0,1
47630,-4.72751061803166,13.256159305295,-9.45502123606332,0,0,0,1
47640,-4.72632213948378,13.2630531915961,-9.45264427896756,0,0,0,1
47650,-4.72513114768608,13.2699453427493,-9.45026229537215,0,0,0,1
47660,-4.72393764327192,13.2768357550894,-9.44787528654384,0,0,0,1
47670,-4.72274162687603,13.283724424952,-9.44548325375206,0,0,0,1
47680,-4.72154309913445,13.2906113486735,-9.44308619826889,0,0,0,1
47690,-4.72034206068453,13.2974965225917,-9.44068412136905,0,0,0,1
47700,-4.71913851216498,13.3043799430449,-9.43827702432995,0,0,0,1
47710,-4.71793245421581,13.3112616063728,-9.43586490843161,0,0,0,1
47720,-4.71672388747838,13.3181415089158,-9.43344777495676,0,0,0,1
47730,-4.71551281259537,13.3250196470154,-9.43102562519073,0,0,0,1
47740,-4.71429923021078,13.3318960170139,-9.42859846042156,0,0,0,1
47750,-4.71308314096995,13.3387706152549,-9.4261662819399,0,0,0,1
47760,-4.71186454551955,13.3456434380825,-9.42372909103909,0,0,0,1
47770,-4.71064344450756,13.3525144818423,-9.42128688901511,0,0,0,1
47780,-4.7094198385833,13.3593837428804,-9.41883967716659,0,0,0,1
47790,-4.70819372839743,13.3662512175443,-9.41638745679485,0,0,0,1
47800,-4.70696511460191,13.3731169021821,-9.41393022920381,0,0,0,1
47810,-4.70573399785005,13.3799807931431,-9.4114679957001,0,0,0,1
47820,-4.70450037879649,13.3868428867775,-9.40900075759298,0,0,0,1
47830,-4.70326425809719,13.3937031794365,-9.40652851619437,0,0,0,1
47840,-4.70202563640942,13.4005616674722,-9.40405127281884,0,0,0,1
47850,-4.70078451439182,13.4074183472378,-9.40156902878363,0,0,0,1
47860,-4.69954089270432,13.4142732150873,-9.39908178540863,0,0,0,1
47870,-4.69829477200819,13.4211262673759,-9.39658954401638,0,0,0,1
