time_s,a_km,e,inc_rad,raan_rad,ome_rad,f_rad,q1,q2,q3,q4
159,6787.12855442857,0.00053727223630896,1.69350097557836,6.28035475153984,6.73934509918541,-0.277649679595306,-0.226437955548886,-0.108045492237884,0.0769601502307317,-0.964950340261289
160,6787.12089746497,0.000536591149100468,1.69350103066415,6.28035476158674,6.74254877467824,-0.279723067220305,-0.249106167479601,-0.150866244661982,0.0346617810219329,-0.956025132766709
161,6787.11319447418,0.000535906591388727,1.69350108616879,6.28035477177533,6.74575925395849,-0.281803258876123,-0.269001790338012,-0.193843707003591,-0.00782186143758181,-0.943398893646638
162,6787.10544549651,0.000535218580613989,1.69350114209224,6.28035478210661,6.74897660126237,-0.283890318800427,-0.286030035798448,-0.236632543934429,-0.0504239298635816,-0.927172737449377
163,6787.09765057355,0.00053452713452069,1.69350119843452,6.2803547925816,6.75220088107828,-0.285984311483057,-0.300126245356171,-0.278888361055378,-0.0930747005202543,-0.907459431070788
164,6787.08980974836,0.000533832271176155,1.6935012551955,6.28035480320129,6.75543215809693,-0.28808530161618,-0.3112554478241,-0.320270126777631,-0.135701058920194,-0.884382448209821
165,6787.08192306329,0.000533134008642275,1.69350131237486,6.28035481396664,6.75867049721704,-0.29019335409998,-0.31941176465521,-0.36044248288289,-0.178226028150942,-0.858075068990238
166,6787.07399055799,0.000532432364709508,1.69350136997259,6.28035482487865,6.76191596380014,-0.292308534297426,-0.324617682491439,-0.399077949306623,-0.220568339019291,-0.828679526966474
167,6787.06601227152,0.00053172735722851,1.6935014279886,6.28035483593833,6.76516862376133,-0.294430908125068,-0.326923209343154,-0.435859030964414,-0.262642041567634,-0.796346205064556
168,6787.05798824257,0.00053101900416355,1.69350148642273,6.28035484714666,6.76842854364066,-0.296560542124408,-0.326404927631577,-0.470480236082997,-0.304356158466857,-0.761232881237017
169,6787.04991850984,0.000530307323659916,1.69350154527477,6.28035485850462,6.77169579064998,-0.298697503508742,-0.323164953507826,-0.502650018004957,-0.345614381661268,-0.7235040230799
170,6787.04180311252,0.000529592334115106,1.69350160454446,6.28035487001317,6.77497043268528,-0.300841860175514,-0.317329808278219,-0.532092652455903,-0.386314814948721,-0.683330129389657
171,6787.03364209063,0.000528874054238094,1.69350166423156,6.28035488167329,6.77825253830284,-0.302993680682441,-0.309049204416038,-0.558550061501412,-0.426349766616088,-0.640887115296439
172,6787.02543548704,0.000528152503334082,1.69350172433547,6.28035489348587,6.78154217654627,-0.305153034074605,-0.298494743720417,-0.581783595923664,-0.46560559722175,-0.596355735548163
173,6787.0171833487,0.000527427701380416,1.69350178485484,6.28035490545166,6.78483941630517,-0.307319989243053,-0.285858523563788,-0.60157578289198,-0.503962629080814,-0.549921040181031
174,6787.00888571812,0.00052669966779835,1.6935018457892,6.28035491757159,6.78814432676447,-0.309494615374189,-0.271351642085994,-0.617732045637704,-0.541295124593953,-0.50177185475105
175,6787.00054263758,0.000525968422128159,1.69350190713807,6.28035492984657,6.79145697762914,-0.311676982174414,-0.255202592406615,-0.630082395510916,-0.577471341706911,-0.452100277818305
176,6786.9921541496,0.000525233984118858,1.69350196890088,6.2803549422775,6.79477743919003,-0.31386715993603,-0.237655533517049,-0.638483094026074,-0.612353675064537,-0.401101187565648
177,6786.9837202973,0.000524496373798888,1.69350203107703,6.28035495486527,6.79810578237692,-0.316065219590282,-0.218968424261357,-0.642818277336853,-0.645798892191066,-0.348971750064345
178,6786.97524112487,0.000523755611546117,1.69350209366588,6.28035496761077,6.8014420787837,-0.318271232732487,-0.199411007972141,-0.643001530199288,-0.677658474383317,-0.295910922673336
179,6786.96671667784,0.000523011718140557,1.69350215666687,6.28035498051489,6.80478640066353,-0.320485271617266,-0.179262635489961,-0.63897739237956,-0.70777907231174,-0.242118946682297
180,6786.95814700326,0.000522264714784054,1.69350222007954,6.28035499357855,6.80813882089516,-0.322707409124804,-0.158809916358509,-0.630722775264718,-0.736003086863454,-0.187796824669756
181,6786.94953214959,0.000521514623077239,1.69350228390361,6.28035500680271,6.81149941292969,-0.324937718707632,-0.138344191208155,-0.618248261826765,-0.762169386025888,-0.133145779174802
182,6786.9408721663,0.000520761464951815,1.69350234813902,6.28035502018836,6.81486825073103,-0.327176274331098,-0.118158821896589,-0.601599258938095,-0.786114168766753,-0.0783666901004552
183,6786.93216710327,0.000520005262564922,1.69350241278596,6.28035503373656,6.81824540872351,-0.329423150420959,-0.0985463005222449,-0.580856967016788,-0.807671986739293,-0.0236595088292393
184,6786.92341700996,0.000519246038171931,1.69350247784481,6.2803550474484,6.82163096176026,-0.331678421831739,-0.0797951834883475,-0.556139127989077,-0.826676934221793,0.0307773526682664
185,6786.91462193539,0.000518483814117351,1.69350254331593,6.28035506132497,6.8250249851236,-0.333942163847179,-0.0621868636155358,-0.527600508980473,-0.842964015331542,0.0847476593973655
186,6786.90578192539,0.000517718612443706,1.69350260919982,6.2803550753674,6.82842755471394,-0.336214452369089,-0.0459921998292121,-0.495433076236082,-0.856370695263575,0.138058019759463
187,6786.89689702302,0.000516950454942416,1.69350267549716,6.28035508957685,6.83183874698579,-0.338495363853397,-0.0314680316580509,-0.459865810960234,-0.8667386389826,0.190518583314186
188,6786.88796727074,0.000516179363467301,1.69350274220809,6.28035510395437,6.83525863877203,-0.340784975134374,-0.0188536147291473,-0.421164117145565,-0.873915635838887,0.241943772552541
189,6786.87899270709,0.000515405359434468,1.6935028093328,6.28035511850103,6.83868730744222,-0.343083363583009,-0.00836702251364146,-0.379628771096914,-0.877757702169414,0.292153051279588
190,6786.86997336877,0.000514628464189426,1.69350287687137,6.28035513321788,6.84212483110759,-0.345390607311928,-0.000201569541073948,-0.335594363889611,-0.878131345910472,0.340971731415833
191,6786.86090929263,0.000513848699319017,1.69350294482366,6.2803551481059,6.84557128861654,-0.347706785170951,0.00547767865482675,-0.289427192016386,-0.874915967796698,0.388231818444125
192,6786.85180051673,0.000513066086814778,1.69350301318929,6.28035516316604,6.84902675952822,-0.350031976720662,0.00853723379038719,-0.241522558621124,-0.868006363133432,0.433772893201253
193,6786.84264708121,0.000512280649201748,1.69350308196771,6.2803551783992,6.85249132405696,-0.35236626217682,0.00887826733803047,-0.192301458521071,-0.857315276918733,0.477443024225403
194,6786.83344902885,0.000511492409615246,1.69350315115825,6.28035519380627,6.85596506300068,-0.35470972233875,0.00643935619548962,-0.142206635069518,-0.842775953935903,0.519099700540678
195,6786.82420640524,0.000510701391818702,1.69350322076022,6.28035520938811,6.85944805766969,-0.35706243851822,0.00119879600201361,-0.0916980157142329,-0.824344615218749,0.558610769822844
196,6786.8149192586,0.000509907620167353,1.69350329077294,6.2803552251456,6.86294038983199,-0.359424492484642,-0.00682361432143643,-0.0412475558248297,-0.802002783879742,0.595855361707196
197,6786.80558763931,0.000509111119531697,1.69350336119581,6.28035524107962,6.8664421416836,-0.361795966435468,-0.0175654095466057,0.00866645404932417,-0.775759377722891,0.630724771066322
198,6786.79621159928,0.000508311915201545,1.69350343202828,6.28035525719107,6.86995339584994,-0.364176942997533,-0.0309210005381367,0.0575655349286093,-0.7456524841841,0.663123271906652
199,6786.78679119132,0.000507510032790135,1.69350350326991,6.28035527348088,6.87347423540952,-0.366567505250759,-0.0467419916084989,0.104977510053814,-0.711750735677362,0.692968829649723
200,6786.77732646856,0.000506705498155079,1.69350357492032,6.28035528994998,6.87700474393147,-0.368967736765701,-0.0648383224531532,0.150443203568351,-0.674154210795823,0.720193678469767
201,6786.76781748407,0.000505898337344347,1.6935036469792,6.28035530659933,6.88054500551313,-0.371377721641106,-0.0849802594729904,0.193523189499397,-0.632994799132016,0.744744731366193
202,6786.75826429062,0.000505088576567192,1.69350371944627,6.28035532342988,6.88409510480652,-0.373797544530394,-0.106901232560217,0.23380441738698,-0.588435984317094,0.766583794016162
203,6786.74866694065,0.000504276242190313,1.69350379232128,6.2803553404426,6.88765512702557,-0.376227290648899,-0.130301482257008,0.27090653253955,-0.540672020496133,0.785687559149089
204,6786.73902548705,0.000503461360847749,1.69350386560365,6.28035535763838,6.89122515786532,-0.378667045693075,-0.154852450729785,0.304487709677355,-0.489926500633557,0.802047365892673
205,6786.7293399806,0.000502643959064702,1.69350393929296,6.28035537501814,6.89480528366534,-0.381116896003911,-0.18020181982457,0.334249828573571,-0.436450339520392,0.815668717901445
206,6786.71961047089,0.000501824063420082,1.69350401338882,6.28035539258282,6.89839559144848,-0.383576928605633,-0.205979073463314,0.359942840041239,-0.380519218065988,0.826570564368639
207,6786.7098370073,0.00050100170068918,1.69350408789083,6.28035541033334,6.90199616887223,-0.386047231157159,-0.231801440558468,0.381368198036339,-0.322430557114363,0.834784358694182
208,6786.70001963921,0.000500176897873583,1.69350416279852,6.28035542827062,6.90560710422016,-0.38852789194344,-0.257280060734914,0.39838126793638,-0.262500107197124,0.840352919568403
209,6786.69015841611,0.000499349682226255,1.69350423811134,6.28035544639555,6.90922848640807,-0.3910189998817,-0.282026209228029,0.410892659713601,-0.201058254069101,0.843329127904779
210,6786.68025338771,0.000498520081279557,1.69350431382869,6.28035546470901,6.91286040501065,-0.393520644548014,-0.305657419386234,0.418868475088565,-0.138446147360311,0.843774499989313
211,6786.67030460416,0.000497688122881324,1.69350438994991,6.28035548321186,6.91650295029954,-0.396032916215446,-0.327803350402527,0.422329497183715,-0.0750117619236125,0.841757681786477
212,6786.66031211621,0.000496853835241557,1.69350446647428,6.28035550190495,6.92015621328539,-0.398555905896026,-0.348111264546806,0.421349387615106,-0.0111059981374485,0.837352911177461
213,6786.6502759755,0.000496017246984283,1.69350454340109,6.28035552078913,6.92382028574792,-0.401089705370904,-0.366250999915712,0.416051986830454,0.0529210814584008,0.830638494444151
214,6786.64019623481,0.000495178387193608,1.69350462072966,6.28035553986525,6.92749526024244,-0.403634407196776,-0.381919349432086,0.406607837842052,0.116723794066651,0.821695340520724
215,6786.63007294824,0.000494337285440337,1.6935046984594,6.2803555591342,6.93118123007891,-0.406190104685005,-0.394843784230602,0.393230070332961,0.179964087137221,0.810605591629653
216,6786.6199061712,0.000493493971775236,1.69350477658993,6.28035557859688,6.93487828927352,-0.408756891853163,-0.404785486835801,0.376169790795177,0.242314444921869,0.79745138279548
217,6786.60969596016,0.000492648476681712,1.69350485512103,6.28035559825428,6.9385865324849,-0.411334863361268,-0.41154168495123,0.355711126080277,0.303460415908228,0.782313755667769
218,6786.59944237217,0.000491800830988266,1.69350493405278,6.28035561810742,6.94230605494887,-0.413924114446503,-0.414947299936763,0.332166062526963,0.363102743105586,0.765271744630443
219,6786.58914546423,0.000490951065751572,1.69350501338548,6.28035563815742,6.94603695242917,-0.416524740873971,-0.41487594351377,0.305869212316071,0.420959094839578,0.746401645846623
220,6786.57880529267,0.000490099212159096,1.69350509311959,6.28035565840542,6.94977932117935,-0.419136838898594,-0.411240311511283,0.277172623829172,0.476765407587276,0.725776473107178
221,6786.56842191274,0.000489245301463962,1.69350517325527,6.28035567885248,6.95353325796533,-0.421760505287635,-0.403992034359354,0.246440735307475,0.530276863709137,0.703465598284738
222,6786.55799537451,0.000488389364410138,1.69350525379301,6.28035569949975,6.95729886044806,-0.424395837703397,-0.39312105064704,0.214045552135776,0.581268535707125,0.679534569058818
223,6786.54752572588,0.000487531431671762,1.6935053347333,6.2803557203484,6.96107622699366,-0.427042934513349,-0.378654572678853,0.180362108856192,0.629535734761715,0.654045092433518
224,6786.5370130148,0.000486671534171832,1.69350541607622,6.28035574139947,6.96486545647573,-0.429701894592461,-0.3606557121344,0.145764258583698,0.674894104843833,0.627055169400121
225,6786.52645728789,0.000485809702882989,1.69350549782173,6.280355762654,6.96866664835412,-0.43237281740193,-0.339221830251928,0.110620815722707,0.717179504897327,0.598619363840329
226,6786.51585859123,0.000484945968986094,1.6935055799697,6.28035578411298,6.97247990285575,-0.435055803170052,-0.314482671217349,0.075292063230197,0.756247720712522,0.568789187340666
227,6786.50521697191,0.000484080364124891,1.69350566251977,6.28035580577737,6.97630532092691,-0.43775095284448,-0.286598330312159,0.0401266235811332,0.791974045523747,0.537613580891527
228,6786.49453247888,0.000483212920532531,1.69350574547141,6.28035582764804,6.98014300418656,-0.440458368045553,-0.255757100573101,0.00545868315745727,0.824252764448146,0.505139474387238
229,6786.48380516351,0.000482343671114452,1.69350582882396,6.28035584972587,6.98399305486096,-0.443178151000902,-0.222173233848074,-0.0283944470279732,0.852996573046236,0.471412405342543
230,6786.47303507984,0.00048147264947806,1.69350591257671,6.28035587201171,6.98785557571816,-0.445910404479968,-0.186084644697929,-0.0611344557404872,0.878135954932554,0.436477179224358
231,6786.46222228446,0.000480599889907608,1.69350599672898,6.2803558945064,6.99173067001413,-0.448655231740086,-0.147750579018535,-0.0924838647693059,0.899618537886256,0.400378555180488
232,6786.45136683608,0.000479725427293944,1.69350608128013,6.28035591721082,6.9956184414656,-0.451412736499374,-0.107449263560144,-0.122187595289289,0.917408442656409,0.36316194274806
233,6786.44046879492,0.00047884929703521,1.69350616622962,6.28035594012584,6.99951899425587,-0.45418302294248,-0.0654755482868416,-0.150014290636181,0.931485633942795,0.324874097058615
234,6786.42952822192,0.000477971534928645,1.69350625157697,6.28035596325239,7.00343243307286,-0.456966195758697,-0.0221385498157348,-0.175757417309992,0.941845279016869,0.285563802443892
235,6786.41854517811,0.000477092177075943,1.69350633732181,6.28035598659138,7.00735886317371,-0.459762360206526,0.0222406979141594,-0.19923616356178,0.948497116360423,0.245282536560265
236,6786.40751972547,0.000476211260029731,1.69350642346334,6.28035601014364,7.01129839036059,-0.462571622089497,0.067331580997511,-0.220296152305482,0.951464834668497,0.20408510937603
237,6786.39645192443,0.000475328820515313,1.69350651000017,6.28035603390982,7.01525112154532,-0.465394088320841,0.112796228384771,-0.238809982971321,0.950785461208399,0.162030273869239
238,6786.3853418301,0.000474444894877121,1.69350659693195,6.28035605789086,7.01921716498974,-0.468229867163718,0.158291817024562,-0.254677614315852,0.946508758295029,0.119181306840672
239,6786.3741894994,0.000473559520038495,1.69350668425836,6.2803560820877,7.02319662941867,-0.471079067344327,0.203472857929853,-0.267826598125686,0.938696626991714,0.0756065598784845
240,6786.36299499093,0.00047267273347275,1.69350677197919,6.28035610650132,7.02718962395084,-0.473941797982723,0.247993463109781,-0.278212172174267,0.927422517653443,0.031379981807564
241,6786.35175836451,0.000471784573127198,1.6935068600943,6.2803561311327,7.03119625808172,-0.476818168575726,0.291509592981132,-0.285817218786731,0.912770848329758,-0.0134183860567251
242,6786.34047968062,0.000470895077335445,1.69350694860362,6.28035615598287,7.03521664171053,-0.479708289023896,0.333681286989273,-0.290652094011028,0.894836432636597,-0.0587019402268475
243,6786.32915899975,0.000470004284739323,1.69350703750711,6.28035618105285,7.0392508852023,-0.482612269693575,0.374174880893322,-0.292754330433,0.8737239196292,-0.104377070226084
244,6786.31779638298,0.000469112234363067,1.69350712680438,6.28035620634356,7.04329909934939,-0.485530221378479,0.412665215068571,-0.292188215094947,0.849547248794906,-0.150342739422443
245,6786.30639188825,0.00046821896512718,1.69350721649509,6.28035623185596,7.04736139583649,-0.488462255764642,0.448837841212966,-0.289044241464381,0.822429122681409,-0.196490093737707
246,6786.2949455716,0.000467324516066473,1.69350730657901,6.280356257591,7.05143788732445,-0.491408485514238,0.482391233514556,-0.283438432106283,0.792500499779372,-0.242702103169465
247,6786.28345748897,0.000466428926610978,1.69350739705586,6.28035628354965,7.05552868733411,-0.494369024149434,0.513039011955723,-0.275511526245753,0.759900108578623,-0.288853243186619
248,6786.27192769669,0.000465532236669171,1.69350748792531,6.28035630973285,7.05963391021276,-0.49734398601887,0.540512184103294,-0.265428022622169,0.724773982602065,-0.334809225956983
249,6786.26035625198,0.00046463448669239,1.69350757918703,6.28035633614155,7.06375367106421,-0.500333486227681,0.564561408983914,-0.253375066387277,0.687275014545007,-0.380426794011019
250,6786.2487432167,0.000463735718151381,1.69350767083993,6.28035636277647,7.06788808507946,-0.503337639968227,0.584959284806518,-0.239561164808061,0.647562525426059,-0.425553591335188
251,6786.23708865344,0.000462835972826638,1.6935077628828,6.2803563896383,7.07203726734125,-0.5063565623246,0.601502656493546,-0.224214714940655,0.605801843340323,-0.470028129414351
252,6786.22539262139,0.000461935292355387,1.69350785531509,6.2803564167279,7.07620133373306,-0.509390369181623,0.614014933935939,-0.20758232473976,0.562163884538988,-0.513679867504379
253,6786.21365518007,0.000461033718809649,1.69350794813614,6.28035644404613,7.08038040074664,-0.512439177032385,0.622348405121358,-0.189926908302004,0.516824728294109,-0.556329427919703
254,6786.20187638975,0.000460131294773359,1.69350804134525,6.28035647159381,7.08457458549827,-0.515503102994493,0.626386520518426,-0.171525536560327,0.469965176211259,-0.597788968089268
255,6786.19005631181,0.000459228063421755,1.69350813494166,6.28035649937176,7.08878400572001,-0.518582264801349,0.626046116933804,-0.152667026886736,0.421770286165328,-0.637862731378537
256,6786.17819500921,0.000458324068581849,1.69350822892466,6.2803565273808,7.0930087797255,-0.521676780767923,0.621279540574284,-0.133649258731736,0.372428871025851,-0.676347798200507
257,6786.16629254656,0.000457419354757297,1.69350832329365,6.28035655562177,7.09724902636303,-0.524786769743853,0.612076620630051,-0.114776207831047,0.322132952722705,-0.713035057598273
258,6786.15434899008,0.000456513967104929,1.69350841804816,6.28035658409559,7.10150486496732,-0.527912351065159,0.598466436705182,-0.0963546987536855,0.271077162962932,-0.747710417130494
259,6786.14236440713,0.000455607951360347,1.69350851318796,6.28035661280322,7.10577641532707,-0.531053644521851,0.58051881631791,-0.0786908844950429,0.219458082951852,-0.780156265388761
260,6786.13033886548,0.000454701353720363,1.69350860871305,6.28035664174568,7.11006379768153,-0.534210770354489,0.558345492888045,-0.0620864726610929,0.167473515876493,-0.810153196601776
261,6786.1182724324,0.000453794220700406,1.69350870462371,6.28035667092411,7.11436713275438,-0.537383849288038,0.532100850678769,-0.0468347297021932,0.115321687510754,-0.83748200051722
262,6786.1061651744,0.000452886599094178,1.69350880092013,6.2803567003396,7.11868654175154,-0.540573002529706,0.501982181513607,-0.0332163080823573,0.0632003723136368,-0.861925912860053
263,6786.0940171544,0.000451978535621251,1.69350889760253,6.28035672999325,7.12302214682225,-0.543778352230008,0.468229379413612,-0.0214949552318047,0.0113059447195538,-0.883273112218143
264,6786.08182843104,0.000451070076829331,1.69350899467138,6.28035675988627,7.12737407112624,-0.547000021549954,0.431124004022645,-0.0119131772419078,-0.0401676418587949,-0.901319438329713
265,6786.06959906107,0.000450161269424261,1.6935090921271,6.28035679001982,7.13174243851952,-0.550238134346819,0.39098765240272,-0.00468794384106621,-0.091029942466342,-0.915871294683771
266,6786.05732910017,0.000449252160392289,1.69350918996992,6.28035682039502,7.13612737347751,-0.553492815097313,0.348179591814993,-6.53331159112236e-06,-0.14109516476546,-0.926748685610435
267,6786.04501860477,0.000448342797233869,1.6935092881995,6.28035685101282,7.14052900074756,-0.556764188550069,0.303093623782076,0.00197737416211575,-0.190183355837888,-0.933788325251666
268,6786.0326676297,0.000447433227644783,1.69350938681553,6.28035688187417,7.14494744567638,-0.560052380053102,0.256154171657209,0.00114723997679822,-0.238121612891888,-0.936846743953786
269,6786.02027623068,0.000446523499911444,1.6935094858176,6.28035691298,7.14938283403506,-0.563357515378811,0.207811610062663,-0.00257326944520116,-0.284745294267995,-0.935803307538373
270,6786.0078444656,0.000445613663089206,1.69350958520513,6.28035694433117,7.15383529181833,-0.566679720523207,0.158536883637006,-0.00921781278472378,-0.329899202631182,-0.930563057808251
271,6785.995372395,0.000444703767055072,1.6935096849774,6.2803569759285,7.15830494512496,-0.570019121586384,0.108815493271438,-0.0187756019314449,-0.373438708393096,-0.921059279454858
272,6785.98286008204,0.000443793862501973,1.69350978513366,6.28035700777282,7.16279192008201,-0.573375844696703,0.0591409588491557,-0.0311904172742647,-0.415230778716538,-0.907255700044435
273,6785.97030759223,0.000442884000886663,1.69350988567317,6.28035703986493,7.16729634282534,-0.576750015991337,0.0100078962985596,-0.0463604781823407,-0.455154876479277,-0.889148236511503
274,6785.95771499282,0.000441974234350704,1.69350998659521,6.28035707220566,7.17181833953089,-0.580141761647513,-0.0380951289260004,-0.0641392103423158,-0.493103694452896,-0.866766213788748
275,6785.94508235218,0.00044106461563723,1.6935100878991,6.28035710479583,7.17635803648066,-0.583551207948551,-0.0846927915654469,-0.0843369212652309,-0.528983693192217,-0.840172998319439
276,6785.93240973927,0.000440155198022429,1.69351018958424,6.2803571376363,7.1809155601389,-0.586978481359966,-0.129330049260775,-0.10672336270843,-0.56271541663353,-0.809466010462059
277,6785.91969722315,0.000439246035272876,1.69351029165003,6.28035717072794,7.18549103721445,-0.590423708591915,-0.171578847257722,-0.131031125986276,-0.594233566922596,-0.774776103877068
278,6785.90694487288,0.000438337181629391,1.69351039409595,6.28035720407161,7.19008459469062,-0.593887016628991,-0.211044303053838,-0.156959785158383,-0.623486829223507,-0.736266325303807
279,6785.89415275743,0.000437428691809475,1.69351049692147,6.2803572376682,7.19469635981545,-0.597368532720511,-0.247370207498506,-0.184180676231828,-0.650437447550484,-0.694130092827666
280,6785.88132094576,0.000436520621014995,1.69351060012612,6.2803572715186,7.19932646005629,-0.600868384335102,-0.280243705412909,-0.212342179303435,-0.675060563205564,-0.648588853180269
281,6785.86844950687,0.000435613024933195,1.69351070370943,6.28035730562371,7.20397502303732,-0.604386699098219,-0.309399051792125,-0.241075356323888,-0.69734333759145,-0.599889297154284
282,6785.85553850978,0.000434705959722715,1.69351080767099,6.28035733998444,7.20864217647768,-0.607923604730289,-0.334620376690786,-0.269999790639023,-0.717283890084029,-0.548300225774277
283,6785.84258802336,0.000433799481985487,1.69351091201037,6.28035737460171,7.21332804815134,-0.611479229006547,-0.355743430332562,-0.298729475657123,-0.734890088723641,-0.494109167739883
284,6785.82959811612,0.000432893648732852,1.69351101672716,6.28035740947642,7.21803276588014,-0.615053699750107,-0.372656317245736,-0.32687860792046,-0.750178236351757,-0.437618850833686
285,6785.8165688562,0.000431988517395288,1.69351112182084,6.28035744460946,7.22275645751763,-0.618647144815784,-0.385299262265869,-0.354067154089379,-0.76317169711936,-0.379143626622394
286,6785.80350031123,0.00043108414582214,1.69351122729063,6.28035748000162,7.22749925102318,-0.622259692164223,-0.393663480176841,-0.379926079713105,-0.773899508038123,-0.319005940050089
287,6785.79039254673,0.000430180592106068,1.6935113331359,6.28035751565373,7.2322612747904,-0.625891470190322,-0.397789243413957,-0.404102149270294,-0.782395017797197,-0.257532923925089
288,6785.77724562801,0.000429277914861041,1.69351143935597,6.28035755156662,7.23704265736298,-0.629542607439024,-0.397763258073914,-0.426262229623384,-0.788694590647744,-0.195053184557224
289,6785.76405962081,0.000428376173316174,1.69351154595009,6.28035758774109,7.24184352737844,-0.633213232549133,-0.393715467682936,-0.446097051419437,-0.792836407363648,-0.131893829957256
290,6785.75083459166,0.00042747542739642,1.69351165291743,6.28035762417791,7.24666401350511,-0.63690347419025,-0.385815407035801,-0.463324404481175,-0.794859388518621,-0.0683777770168653
291,6785.73757060841,0.00042657573779529,1.69351176025721,6.28035766087785,7.25150424435254,-0.640613460973203,-0.374268226001058,-0.477691762188025,-0.794802258320401,-0.00482136002717811
292,6785.72426774058,0.000425677166021817,1.69351186796868,6.28035769784171,7.25636434835681,-0.64434332133534,-0.359310496282994,-0.488978346298575,-0.792702760398768,0.0584677498126398
293,6785.71092605949,0.000424779774408455,1.69351197605122,6.28035773507033,7.26124445365925,-0.648093183419247,-0.341205904106738,-0.496996656981003,-0.788597030642436,0.121192314997043
294,6785.69754563817,0.000423883626072318,1.6935120845044,6.28035777256462,7.2661446879997,-0.651863174966004,-0.320240919561549,-0.501593503134684,-0.782519126739261,0.183067002320662
295,6785.68412655092,0.000422988784830203,1.69351219332804,6.28035781032555,7.27106517863987,-0.655653423238586,-0.296720519871776,-0.502650575460385,-0.774500709657483,0.243819570208017
296,6785.67066887263,0.000422095315076852,1.69351230252219,6.2803578483542,7.27600605233575,-0.659464054994187,-0.27096402998083,-0.500084609382768,-0.764570868967582,0.303191794481957
297,6785.65717267793,0.000421203281646888,1.69351241208711,6.28035788665171,7.28096743535934,-0.663295196506016,-0.243301130191909,-0.493847187137732,-0.752756081597582,0.360940157673462
298,6785.64363804027,0.000420312749681186,1.69351252202327,6.2803579252193,7.28594945356575,-0.667146973630405,-0.214068067710544,-0.483924228429814,-0.739080292222405,0.416836328999438
299,6785.63006503202,0.000419423784633992,1.69351263233091,6.28035796405813,7.29095223231624,-0.671019511729803,-0.183604096984204,-0.470335217370636,-0.723565102882119,0.470667463038099
300,6785.61645372111,0.000418536451863505,1.69351274301014,6.28035800316927,7.29597589713994,-0.674912936334566,-0.152248163262257,-0.453132210269787,-0.706230059338673,0.522236345044828
301,6785.60280417163,0.000417650816759633,1.69351285406111,6.28035804255385,7.30102057372142,-0.67882737313046,-0.120335834810377,-0.432398664542769,-0.687093022014367,0.571361410021087
302,6785.58911644644,0.000416766945085436,1.69351296548378,6.28035808221293,7.30608638741373,-0.68276294747176,-0.0881964815600289,-0.408248123897712,-0.666170609964035,0.617876661150569
303,6785.5753906073,0.00041588490303581,1.693513077278,6.28035812214751,7.31117346332691,-0.68671978446972,-0.0561506922049213,-0.380822789329103,-0.643478707004521,0.661631511133123
304,6785.5616267164,0.000415004757471546,1.69351318944342,6.28035816235853,7.31628192605721,-0.690698008721807,-0.0245079173604924,-0.350291999707732,-0.619033019832409,0.702490567399006
305,6785.54782483738,0.000414126576049834,1.69351330197947,6.28035820284687,7.32141189948736,-0.694697744111996,0.00643567649285428,-0.316850639943208,-0.592849678732664,0.740333379270606
306,6785.53398503602,0.000413250427318004,1.69351341488545,6.28035824361333,7.32656350657896,-0.698719113603122,0.0363991587723797,-0.280717489549026,-0.564945872053941,0.775054161946872
307,6785.52010738071,0.000412376380758827,1.69351352816059,6.2803582846587,7.33173686918616,-0.702762239050573,0.0651186091074684,-0.242133519539478,-0.535340506415165,0.806561508909574
308,6785.50619194258,0.000411504506783557,1.69351364180409,6.28035832598376,7.33693210791284,-0.706827241059468,0.0923487301955118,-0.201360141598893,-0.504054885305012,0.834778101058419
309,6785.49223879518,0.000410634876677754,1.69351375581518,6.2803583675893,7.34214934202764,-0.710914238899678,0.117864313665802,-0.158677410170208,-0.47111339958211,0.859640417732875
310,6785.47824801401,0.000409767562513945,1.69351387019316,6.28035840947613,7.34738868944555,-0.715023350487429,0.141461570409805,-0.114382176524143,-0.436544223903549,0.88109845214212
311,6785.46421967579,0.000408902637048224,1.69351398493743,6.28035845164509,7.3526502667655,-0.719154692422873,0.16295933538413,-0.0687861909180699,-0.400380014667307,0.899115431301873
312,6785.45015385767,0.000408040173620856,1.69351410004745,6.28035849409705,7.35793418934835,-0.723308380068079,0.182200152770553,-0.0222141499597905,-0.362658605346633,0.91366753900967
313,6785.43605063661,0.00040718024607829,1.69351421552272,6.28035853683291,7.36324057141106,-0.727484527641236,0.199051245473203,0.0249983153316805,-0.32342369652104,0.924743639304867
314,6785.42191008996,0.000406322928868933,1.6935143313625,6.28035857985343,7.3685695258886,-0.731683248078527,0.213405369883207,0.0725067148099149,-0.282725538735127,0.932344997390675
315,6785.40773229477,0.000405468297052731,1.69351444756531,6.28035862315916,7.37392116479713,-0.735904653397357,0.225181554187207,0.119959840751693,-0.240621606648923,0.936484995434713
316,6785.39351732247,0.000404616425662252,1.69351456413061,6.28035866675094,7.37929560028551,-0.740148855747813,0.234325716842831,0.167001979997119,-0.197177263866228,0.937188841011972
317,6785.37926524584,0.00040376739046581,1.69351468105795,6.28035871062968,7.38469294290566,-0.744415965683007,0.240811159043692,0.213275199116725,-0.152466417229229,0.93449326735886
318,6785.36497613922,0.000402921267972501,1.69351479834695,6.28035875479629,7.39011330142384,-0.748706091970394,0.244638923805002,0.258421705867071,-0.106572158999987,0.928446225595411
